IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
26168834,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,901,CLIFF,AVE,,,BRENTWOOD,,,,,38.194799852,-85.774791905,0.264,1/9/2020 12:00:00 AM,1950,1,1,0,0,CLEAR,DRY,True,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,1/10/2020 8:28:12 AM,False,5260,Accepted,
26168775,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PRESTON,ST,N,US0031E,MAIN,,,,,38.255450115,-85.745855018,,1/9/2020 12:00:00 AM,1043,2,2,0,0,CLEAR,DRY,False,COLLISION WITH PARKED VEHICLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:22:47 AM,False,7266,Accepted,
26168770,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BARINGER,AVE,,US0060A,WILLOW,,,,,38.234200211,-85.708242187,0.167,1/9/2020 12:00:00 AM,1227,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:22:12 AM,False,7900,Accepted,
26168817,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BERRY,BLVD,,US0060A,TAYLOR,,,,,38.196418976,-85.783025098,0.008,1/9/2020 12:00:00 AM,1540,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DAWN,,,1/10/2020 8:26:35 AM,False,7360,Accepted,
26168809,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,SHELBY,ST,S,,ST CATHERINE,,,,,38.234702536,-85.741226298,14.793,1/9/2020 12:00:00 AM,1345,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:25:47 AM,False,7334,Accepted,
26168819,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,SOUTHSIDE,DR,,,AMHERST,,,,,38.174467058,-85.764669865,7.199,1/9/2020 12:00:00 AM,1802,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/10/2020 8:26:47 AM,False,5287,Accepted,
26168788,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,MUHAMMAD ALI,BLVD,W,,13TH,,,,,38.252776091,-85.772418699,1.092,1/9/2020 12:00:00 AM,1546,2,2,0,2,CLOUDY,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:23:52 AM,False,7463,Accepted,
26168786,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,25TH,ST,S,,WOODLAND,,,,,38.233948235,-85.795417735,1.020,1/9/2020 12:00:00 AM,1245,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:23:42 AM,False,5232,Accepted,
26168761,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,DR W J HODGE,ST,,US0031W,MARKET,,,,,38.258366941,-85.784922782,0.840,1/9/2020 12:00:00 AM,0930,2,2,0,1,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:20:28 AM,False,5268,Accepted,
26168841,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,22ND,ST,N,,LYTLE,,,,,38.267419464,-85.783009037,0.178,1/9/2020 12:00:00 AM,1952,2,2,0,2,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/10/2020 8:28:55 AM,False,5047,Accepted,
27657297,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,,INDIAN,,,,,38.171545773,-85.684938482,9.218,1/9/2020 12:00:00 AM,2240,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/11/2021 8:47:41 AM,False,5165,Accepted,
26170040,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,SHENANDOAH,DR,,,OAK BEND,,,,,38.312388944,-85.546490553,0.787,1/9/2020 12:00:00 AM,0527,2,1,0,0,CLEAR,DRY,True,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/10/2020 11:24:06 AM,False,5056,Accepted,
26168811,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,BONNYVILLE,,,,,38.167060097,-85.829345520,13.184,1/9/2020 12:00:00 AM,1130,2,2,0,0,CLEAR,DRY,False,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:25:57 AM,False,7356,Accepted,
26168767,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1934,,CANE RUN,RD,,,SHANKS,,,,,38.194804880,-85.843184048,8.733,1/9/2020 12:00:00 AM,1214,2,2,0,0,CLEAR,DRY,False,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:21:52 AM,False,5208,Accepted,
26179673,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,MUHAMMAD ALI,BLVD,W,KY1020,3RD,,,,,38.250944477,-85.755822138,0.183,1/9/2020 12:00:00 AM,1834,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/13/2020 8:31:11 AM,False,2103,Accepted,
26168825,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,LIBERTY,ST,E,,BROOK,,,,,38.252340831,-85.750705006,0.082,1/9/2020 12:00:00 AM,0715,2,2,0,0,CLEAR,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAWN,,,1/10/2020 8:27:20 AM,False,5122,Accepted,
26168818,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,W,KY1020,3RD,,,,,38.245957792,-85.756715810,2.475,1/9/2020 12:00:00 AM,1500,3,3,0,0,CLEAR,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/10/2020 8:26:43 AM,False,2854,Accepted,
26555982,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,LOWER HUNTERS,,,,,38.156131932,-85.834482560,12.431,1/9/2020 12:00:00 AM,1555,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,3/27/2020 8:04:50 AM,False,5100,Accepted,
26167267,0560300,ST. MATTHEWS POLICE DEPARTMENT,Accepted,JEFFERSON,US0060,,SHELBYVILLE,RD,,I 0264,I264 W EXIT20B OFF RAMP TO US60,,,,,38.250096029,-85.620470436,5.473,1/9/2020 12:00:00 AM,1635,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/9/2020 10:31:32 PM,False,9172,Accepted,
